id,tip,st_sob,hisa_tip,lokacija,lokacija_podrobno,m2,leto_gradnje,leto_adaptacije,tip_ponudbe,cena
1503,hisa,,Vrstna,podravska,"PTUJ, VRSTNA HIŠA, NA KLJUČ",149.10,2023,,Agencija,262.000
1504,hisa,,Vrstna,podravska,"PTUJ, VRSTNA HIŠA NA KLJUČ",149.80,2023,,Agencija,262.000
1505,hisa,,Samostojna,podravska,PRAGERSKO,56.00,1917,,Zasebna,73.900
1506,hisa,,Samostojna,podravska,"CIRKOVCE, STAROŠINCE",80.00,1954,,Agencija,117.000
1507,hisa,,Vrstna,podravska,"ZGORNJA HAJDINA, VMESNA ENOTA, III. POD. GR. FAZA",137.00,2022,,Agencija,159.900
1508,hisa,,Samostojna,podravska,ZGORNJI DUPLEK,214.00,1995,,Agencija,448.000
1509,hisa,,Samostojna,podravska,"MIKLAVŽ NA DRAVSKEM POLJU, BLIZU VSE ŽELENE INFRASTRUKTURE",130.70,1959,,Agencija,189.900
1510,hisa,,Samostojna,podravska,PERNICA,276.10,1967,,Agencija,299.999
1511,hisa,,Samostojna,podravska,PTUJ,384.00,1994,,Zasebna,249.000
1512,hisa,,Samostojna,podravska,ŠENTILJ V SLOVENSKIH GORICAH,146.80,2004,,Agencija,269.990
1513,hisa,,Samostojna,podravska,ŠENTILJ V SLOVENSKIH GORICAH,168.00,2004,,Agencija,269.990
1514,hisa,,Samostojna,podravska,PODOVA,68.00,1707,,Agencija,89.990
1515,hisa,,Samostojna,podravska,GRADIŠČA,90.00,1914,,Agencija,79.800
1516,hisa,,Samostojna,podravska,RAZVANJE,260.30,1981,,Agencija,279.000
1517,hisa,,Samostojna,podravska,DESTRNIK,105.70,1921,,Agencija,89.000
1518,hisa,,Dvojček,podravska,TABOR,155.45,2021,,Agencija,304.990
1519,hisa,,Samostojna,podravska,"MARKOVCI, BUKOVCI",184.00,2006,,Agencija,280.000
1520,hisa,,Samostojna,podravska,LENART V SLOVENSKIH GORICAH,67.60,1982,,Agencija,89.900
1521,hisa,,Dvojček,podravska,RADIZEL,135.05,2024,,Agencija,235.000
1522,hisa,,Samostojna,podravska,SLOVENSKA BISTRICA,191.50,1982,,Agencija,197.000
1523,hisa,,Samostojna,podravska,KAMNICA,323.00,1860,,Agencija,68.000
1524,hisa,,Samostojna,podravska,ZGORNJA SELNICA,244.20,1960,,Agencija,114.900
1525,hisa,,Samostojna,podravska,PTUJ,135.00,2023,,Agencija,303.000
1526,hisa,,Samostojna,podravska,PTUJ,135.00,2023,,Agencija,289.000
1527,hisa,,Samostojna,podravska,PTUJ,135.00,2023,,Agencija,269.900
1528,hisa,,Samostojna,podravska,PTUJ,135.00,2023,,Agencija,255.900
1529,hisa,,Drugo,podravska,RUŠE,119.00,2016,,Zasebna,176.000
1530,hisa,,Samostojna,podravska,MARIBOR,255.00,1902,,Agencija,195.000
1531,hisa,,Dvojček,podravska,ZGORNJI DUPLEK,138.15,2024,,Agencija,329.900
1532,hisa,,Samostojna,podravska,DRAŽEN VRH - DEL,186.50,1963,,Agencija,139.900
1533,hisa,,Samostojna,podravska,"ZIMICA, POSESTVO, 3. 5 KM IZ ZG. DUPLEKA",139.52,1950,,Agencija,395.000
1534,hisa,,Samostojna,podravska,ORMOŽ,390.00,1979,ogled,Agencija,185.000
1535,hisa,,Atrijska,podravska,STUDENCI,100.00,1991,,Agencija,289.000
1536,hisa,,Dvojček,podravska,SPODNJA VOLIČINA,165.10,2022,,Agencija,275.000
1537,hisa,,Dvojček,podravska,SPODNJA VOLIČINA,170.90,2022,,Agencija,286.000
1538,hisa,,Samostojna,podravska,ŽEROVINCI,123.00,1999,,Agencija,78.000
1539,hisa,,Samostojna,podravska,POČEHOVA,129.20,1990,,Agencija,195.950
1540,hisa,,Samostojna,podravska,RAČE,216.30,2006,,Agencija,315.000
1541,hisa,,Dvojček,podravska,"SLOVENSKA BISTRICA, ZGORNJA",133.00,2023,,Agencija,204.900
1542,hisa,,Dvojček,podravska,SLOVENJA VAS,150.00,2012,,Zasebna,229.000
1543,hisa,,Samostojna,podravska,"MARIBOR, MELJSKI DOL",156.20,1970,,Agencija,195.000
1544,hisa,,Samostojna,podravska,PEKRE,137.00,2011,,Agencija,449.000
1545,hisa,,Samostojna,podravska,POBREŽJE,231.95,1948,,Agencija,98.000
1546,hisa,,Samostojna,podravska,SAKUŠAK,224.20,1965,,Agencija,199.000
1547,hisa,,Samostojna,podravska,PTUJ,156.00,1981,,Agencija,189.000
1548,hisa,,Vrstna,podravska,"ZGORNJA HAJDINA, VMESNA ENOTA, III. POD. GR. FAZA",137.00,2022,,Agencija,159.900
1549,hisa,,Dvojček,podravska,"ZGORNJA HAJDINA, PTUJ OKOLICA, DVOJČEK, NA KLJUČ",133.00,2024,,Agencija,260.000
1550,hisa,,Samostojna,podravska,"JURŠINCI, PTUJ OKOLICA, III. POD. GR. FAZA",157.60,2023,,Agencija,179.000
1551,hisa,,Vrstna,podravska,"ZGORNJA HAJDINA, PTUJ OKOLICA, VMESNA, NA KLJUČ",137.00,2024,,Agencija,235.000
1552,hisa,,Samostojna,podravska,LENART V SLOVENSKIH GORICAH,157.40,1850,,Agencija,44.100
1553,hisa,,Samostojna,podravska,GRADIŠKA,179.02,1977,,Agencija,189.990
1554,hisa,,Dvostanovanjska,podravska,SPODNJI DUPLEK,196.00,1970,,Agencija,149.900
1555,hisa,,Samostojna,podravska,RAZVANJE,133.00,2022,,Agencija,320.000
1556,hisa,,Dvojček,podravska,RAZVANJE,177.00,2023,,Agencija,290.000
1557,hisa,,Samostojna,podravska,LIMBUŠ,150.60,1991,,Agencija,175.000
1558,hisa,,Samostojna,podravska,"VURBERK, MIRNA LOKACIJA Z RAZGLEDOM",103.80,1998,,Agencija,185.000
1559,hisa,,Dvojček,podravska,RAZVANJE,177.00,2023,,Agencija,329.900
1560,hisa,,Samostojna,podravska,"VRANJI VRH, SLADKI",270.00,1990,,Agencija,69.990
1561,hisa,,Samostojna,podravska,SPODNJE VERJANE,194.50,2022,,Agencija,147.000
1562,hisa,,Samostojna,podravska,ZGORNJE RADVANJE,240.00,1968,,Agencija,289.000
1563,hisa,,Samostojna,podravska,SPODNJE VERJANE,194.50,2022,,Agencija,149.000
1564,hisa,,Dvojček,podravska,PIVOLA,140.00,2004,,Agencija,229.000
1565,hisa,,Samostojna,podravska,POBREŽJE,190.90,1986,,Zasebna,269.000
1566,hisa,,Samostojna,podravska,"MOŠKANJCI, PTUJ OKOLICA, GORIŠNICA",290.30,1958,,Agencija,127.000
1567,hisa,,Dvojček,podravska,POBREŽJE,119.11,2024,,Agencija,309.686
1568,hisa,,Dvojček,podravska,POBREŽJE,128.67,2024,,Agencija,334.651
1569,hisa,,Dvojček,podravska,POBREŽJE,128.67,2024,,Agencija,334.651
1570,hisa,,Dvojček,podravska,POBREŽJE,119.11,2024,,Agencija,309.686
1571,hisa,,Samostojna,podravska,SESTRŽE,75.00,1925,,Zasebna,48.000
1572,hisa,,Samostojna,podravska,SELNICA OB MURI,270.00,1990,,Agencija,189.000
1573,hisa,,Vrstna,podravska,PTUJ,236.90,1972,,Zasebna,250.000
1574,hisa,,Samostojna,podravska,HOTINJA VAS,160.00,1988,,Zasebna,195.000
1575,hisa,,Samostojna,podravska,PTUJ,180.00,2024,,Agencija,359.000
1576,hisa,,Samostojna,podravska,ZGORNJE RADVANJE,393.70,2006,,Agencija,499.000
1577,hisa,,Samostojna,podravska,SAVINSKO,65.00,1982,,Agencija,46.000
1578,hisa,,Dvojček,podravska,ZGORNJA HAJDINA,131.10,2024,,Agencija,260.000
1579,hisa,,Vrstna,podravska,ZGORNJA HAJDINA,132.40,2024,,Agencija,235.000
1580,hisa,,Vrstna,podravska,ZGORNJA HAJDINA,132.90,2025,,Agencija,250.000
1581,hisa,,Samostojna,podravska,BENEDIKT,138.91,2022,,Agencija,242.167
1582,hisa,,Samostojna,podravska,"ZGORNJA HAJDINA, ODMAKNJENA OD GLAVNE CESTE",292.10,1965,,Agencija,119.900
1583,hisa,,Samostojna,podravska,MIKLAVŽ NA DRAVSKEM POLJU,286.10,1978,,Zasebna,259.000
1584,hisa,,Samostojna,podravska,"ŠOBER, V NARAVI NA MIRNI LOKACIJI",151.10,1984,,Agencija,159.990
1585,hisa,,Samostojna,podravska,PTUJ,180.00,2024,,Agencija,
1586,hisa,,Samostojna,podravska,"POBREŽJE, VRAZOVA ULICA",86.00,1929,,Agencija,122.000
1587,hisa,,Dvojček,podravska,ZGORNJI DUPLEK,138.16,2024,,Agencija,329.900
1588,hisa,,Samostojna,podravska,VURBERK,331.00,2003,,Agencija,345.000
1589,hisa,,Samostojna,podravska,TRNOVSKA VAS,159.00,2023,,Agencija,249.000
1590,hisa,,Samostojna,podravska,"SPODNJI DUPLEK, V BLIŽINI WAKE PARKA DOOPLEK",317.66,1967,,Agencija,259.000
1591,hisa,,Samostojna,podravska,MIKLAVŽ NA DRAVSKEM POLJU,214.10,2004,,Agencija,249.900
1592,hisa,,Samostojna,podravska,BUKOVCI,184.00,2006,,Agencija,280.000
1593,hisa,,Samostojna,podravska,GRUŠKOVEC,98.60,1995,,Agencija,59.000
1594,hisa,,Samostojna,podravska,BISTRICA OB DRAVI,185.80,2023,,Agencija,244.199
1595,hisa,,Samostojna,podravska,SAVCI,200.00,1955,,Zasebna,65.000
1596,hisa,,Samostojna,podravska,KRČEVINA PRI VURBERGU,229.00,2005,,Agencija,218.900
1597,hisa,,Vrstna,podravska,ZGORNJA HAJDINA,132.40,2024,,Agencija,250.000
1598,hisa,,Vrstna,podravska,ZGORNJA HAJDINA,132.10,2024,,Agencija,235.000
1599,hisa,,Trojček,podravska,ZGORNJA HAJDINA,132.40,2024,,Agencija,250.000
1600,hisa,,Trojček,podravska,ZGORNJA HAJDINA,132.10,2024,,Agencija,235.000
1601,hisa,,Dvojček,podravska,ZGORNJA HAJDINA,132.10,2024,,Agencija,260.000
1602,hisa,,Samostojna,podravska,PTUJ,193.94,2022,,Agencija,325.000
1603,hisa,,Vrstna,podravska,TEZNO,77.00,1976,,Agencija,150.000
1604,hisa,,Samostojna,podravska,KIDRIČEVO,80.00,1954,,Agencija,117.990
1605,hisa,,Samostojna,podravska,BUKOVCI,165.00,1977,,Zasebna,155.000
1606,hisa,,Samostojna,podravska,SPODNJE RADVANJE,341.50,1977,,Agencija,289.000
1607,hisa,,Dvojček,podravska,POBREŽJE,119.11,2024,,Agencija,309.686
1608,hisa,,Samostojna,podravska,ŠENTILJ V SLOVENSKIH GORICAH,115.39,2022,,Agencija,294.900
1609,hisa,,Samostojna,podravska,MARIBOR,72.60,1984,,Agencija,145.000
1610,hisa,,Dvojček,podravska,POBREŽJE,176.00,2024,,Agencija,284.000
1611,hisa,,Samostojna,podravska,LIMBUŠ,140.00,1980,,Zasebna,134.900
1612,hisa,,Samostojna,podravska,VINTAROVCI,162.00,1965,,Agencija,69.000
1613,hisa,,Samostojna,podravska,ZLATOLIČJE,350.00,1980,,Agencija,279.000
1614,hisa,,Samostojna,podravska,PTUJSKA GORA,1.280.00,1880,,Agencija,89.000
1615,hisa,,Samostojna,podravska,"CIRKULANE, PTUJ OKOLICA",202.00,1981,,Agencija,179.000
1616,hisa,,Samostojna,podravska,"DOLENA, PTUJ OKOLICA, VIDEM, VRH GRIČA",300.00,2007,,Agencija,139.000
1617,hisa,,Samostojna,podravska,"SPUHLJA, PTUJ, BLIŽNJA OKOLICA",154.40,1948,,Agencija,99.900
1618,hisa,,Samostojna,podravska,"POLJČANE, OKOLICA",145.00,1966,,Agencija,89.000
1619,hisa,,Samostojna,podravska,"PESNICA PRI MARIBORU, DRAGUČOVA",320.40,1996,,Agencija,269.000
1620,hisa,,Samostojna,podravska,"PTUJ, SAMOSTOJNA HIŠA V CENTRU MESTA",125.80,1932,,Agencija,149.000
1621,hisa,,Samostojna,podravska,LIMBUŠ,235.00,1992,,Agencija,590.000
1622,hisa,,Samostojna,podravska,ŠENTILJ V SLOVENSKIH GORICAH,240.00,2002,,Agencija,199.900
1623,hisa,,Samostojna,podravska,ZGORNJE RADVANJE,240.00,1968,,Agencija,289.000
1624,hisa,,Samostojna,podravska,ROGOZA,265.80,2003,,Agencija,299.900
1625,hisa,,Samostojna,podravska,JANŽEVA GORA,271.00,1973,,Agencija,148.000
1626,hisa,,Samostojna,podravska,PTUJ,62.80,1937,,Agencija,88.900
1627,hisa,,Dvojček,podravska,POBREŽJE,122.30,1966,,Agencija,218.000
1628,hisa,,Samostojna,podravska,"PTUJ, OKOLICA, DVE STANOVANJI",263.00,1988,,Agencija,154.900
1629,hisa,,Vrstna,podravska,"STUDENCI, ZA SUPERNOVO BIVŠA QULANDIJA",163.40,2023,,Agencija,400.000
1630,hisa,,Samostojna,podravska,ZGORNJE GRADIŠČE,327.50,1981,,Agencija,368.700
1631,hisa,,Samostojna,podravska,STUDENCI,59.80,1930,,Agencija,94.900
1632,hisa,,Samostojna,podravska,BRESTERNICA,310.40,1988,,Agencija,750.000
1633,hisa,,Vrstna,podravska,"TEZNO, TEZENSKA DOBRAVA",86.70,1978,,Zasebna,275.000
1634,hisa,,Samostojna,podravska,PTUJ,176.00,1976,,Agencija,178.000
1635,hisa,,Samostojna,podravska,RAČE,217.80,2003,,Agencija,350.000
1636,hisa,,Samostojna,podravska,"SMOLNIK, MARIBOR OKOLICA, POHORJE, ŠUMIK",206.10,1900,,Agencija,799.000
1637,hisa,,Samostojna,podravska,ZGORNJA VELKA,250.00,1972,,Agencija,129.000
1638,hisa,,Samostojna,podravska,MARIBOR,400.00,2000,,Agencija,315.000
1639,hisa,,Samostojna,podravska,PRAGERSKO,140.00,1956,,Zasebna,145.000
1640,hisa,,Dvojček,podravska,SPODNJI DUPLEK,121.49,2023,,Agencija,195.000
1641,hisa,,Samostojna,podravska,"PARADIŽ, PODEŽELJE, LOKALNA ODMAKNJENOST",114.00,1966,,Zasebna,115.000
1642,hisa,,Samostojna,podravska,CELESTRINA,95.00,1980,,Agencija,155.000
1643,hisa,,Vrstna,podravska,"BISTRICA OB DRAVI, MIRNO IN ZELENO OKOLJE",195.70,2024,,Agencija,202.399
1644,hisa,,Samostojna,podravska,"BISTRICA OB DRAVI, MIRNO IN ZELENO OKOLJE",185.80,2023,,Agencija,244.199
1645,hisa,,Samostojna,podravska,VITAN,83.00,1946,,Zasebna,25.300
1646,hisa,,Samostojna,podravska,TROTKOVA,149.40,1940,,Agencija,143.000
1647,hisa,,Samostojna,podravska,MELJSKI HRIB,200.20,1850,,Agencija,269.000
1648,hisa,,Samostojna,podravska,"BISTRICA OB DRAVI, MIRNO IN ZELENO OKOLJE",185.80,2023,,Agencija,244.199
1649,hisa,,Vrstna,podravska,"BISTRICA OB DRAVI, MIRNO IN ZELENO OKOLJE",195.70,2024,,Agencija,202.399
1650,hisa,,Samostojna,podravska,"ZAVRČ, HALOZE, NA VRHU HRIBA",426.00,1900,,Agencija,259.900
1651,hisa,,Samostojna,podravska,PODLOŽE,91.10,1959,,Agencija,79.800
1652,hisa,,Samostojna,podravska,SPODNJI DUPLEK,66.70,1976,,Agencija,125.000
1653,hisa,,Samostojna,podravska,"PESNICA PRI MARIBORU, GRADIŠKA",120.00,1999,,Zasebna,70.000
1654,hisa,,Dvojček,podravska,MIKLAVŽ NA DRAVSKEM POLJU,124.00,2023,,Agencija,223.000
1655,hisa,,Samostojna,podravska,"POLANA, MIRNA LOKACIJA OB ZELENEM PASU",154.20,1984,,Agencija,175.000
1656,hisa,,Samostojna,podravska,ZGORNJE RADVANJE,132.00,1961,,Agencija,259.900
1657,hisa,,Samostojna,podravska,KRČEVINA PRI VURBERGU,244.20,2003,,Zasebna,270.000
1658,hisa,,Samostojna,podravska,SPODNJA SENARSKA,112.00,1991,,Agencija,320.000
1659,hisa,,Samostojna,podravska,"PTUJ, CENTER",163.70,1973,,Agencija,179.900
1660,hisa,,Samostojna,podravska,"KAMNICA, PRI MARIBORU - GOZD IN MIR",333.00,1999,,Zasebna,280.000
1661,hisa,,Samostojna,podravska,DOLGE NJIVE,165.60,1999,,Agencija,195.000
1662,hisa,,Samostojna,podravska,DRAŽENCI,160.00,2023,,Agencija,259.900
1663,hisa,,Atrijska,podravska,GRAJENA,154.00,2022,,Agencija,269.000
1664,hisa,,Samostojna,podravska,ZGORNJI GASTERAJ,125.00,2005,,Agencija,85.000
1665,hisa,,Samostojna,podravska,"ZGORNJE HOČE, MIRNA LOKACIJA POD POHORJEM",480.00,1989,,Agencija,590.000
1666,hisa,,Dvostanovanjska,podravska,"POČEHOVA, NAD TREMI RIBNIKI",262.30,1987,,Agencija,265.000
1667,hisa,,Samostojna,podravska,"MB - CENTER, POD KALVARIJO",449.00,1901,,Agencija,1.177.000
1668,hisa,,Samostojna,podravska,VELIKO TINJE,226.60,1985,,Agencija,169.000
1669,hisa,,Samostojna,podravska,STUDENCI,260.00,2007,,Agencija,680.000
1670,hisa,,Samostojna,podravska,CERKVENJAK,100.00,1970,,Agencija,155.900
1671,hisa,,Samostojna,podravska,ZGORNJA VELKA,287.20,2004,,Agencija,285.000
1672,hisa,,Dvojček,podravska,KOŠAKI,202.60,2007,,Agencija,240.000
1673,hisa,,Samostojna,podravska,"SLOVENSKA BISTRICA, SLOVENIJA",356.00,1977,,Zasebna,380.000
1674,hisa,,Samostojna,podravska,SPODNJA VOLIČINA,140.90,2023,,Agencija,259.000
1675,hisa,,Samostojna,podravska,POLENCI,73.60,1824,,Agencija,29.800
1676,hisa,,Samostojna,podravska,KRČEVINA PRI VURBERGU,154.80,1980,,Agencija,160.000
1677,hisa,,Samostojna,podravska,"KAMNICA, BLIZU MARIBORSKEGA OTOKA",620.00,1991,,Agencija,599.000
1678,hisa,,Samostojna,podravska,SPODNJA VOLIČINA,140.90,2023,,Agencija,219.000
1679,hisa,,Dvostanovanjska,podravska,PACINJE,196.40,1977,,Agencija,290.000
1680,hisa,,Samostojna,podravska,SPODNJA VOLIČINA,140.90,2023,,Agencija,141.255
1681,hisa,,Samostojna,podravska,"RADIZEL, HOČE - SLIVNICA",345.51,2023,,Agencija,599.000
1682,hisa,,Samostojna,podravska,BARISLOVCI,71.70,1965,,Agencija,137.000
1683,hisa,,Dvojček,podravska,IHOVA,192.00,1981,,Agencija,105.000
1684,hisa,,Samostojna,podravska,VELIKI VRH,65.70,1908,,Agencija,87.000
1685,hisa,,Samostojna,podravska,GRADIŠČA,164.50,2000,,Agencija,266.000
1686,hisa,,Samostojna,podravska,GRADIŠKA,268.00,2001,,Agencija,279.000
1687,hisa,,Samostojna,podravska,SLOVENSKA BISTRICA,300.00,2017,,Agencija,330.000
1688,hisa,,Samostojna,podravska,"RAZVANJE, MARIBOR",294.00,1990,,Zasebna,349.000
1689,hisa,,Vrstna,podravska,"ZGORNJA HAJDINA, KRAJNA ENOTA, III. PODALJ. GR. F.",137.00,2022,,Agencija,169.900
1690,hisa,,Samostojna,podravska,"KIDRIČEVO, PTUJ OKOLICA",224.70,2015,,Agencija,280.000
1691,hisa,,Samostojna,podravska,"TABOR, V BLIŽINI UKC",277.80,1936,,Agencija,453.000
1692,hisa,,Samostojna,podravska,"MB - CENTER, STROGI MESTA, PEŠ CONA",1.319.00,1992,,Agencija,1.090.000
1693,hisa,,Dvojček,podravska,POBREŽJE,164.72,2022,,Agencija,299.990
1694,hisa,,Samostojna,podravska,CIRKNICA,59.80,1900,,Agencija,68.000
1695,hisa,,Dvojček,podravska,POBREŽJE,137.00,2022,,Agencija,300.000
1696,hisa,,Samostojna,podravska,SMOLINCI,200.00,1989,,Agencija,165.000
1697,hisa,,Dvostanovanjska,podravska,SPODNJI DUPLEK,348.00,1986,,Agencija,265.000
1698,hisa,,Samostojna,podravska,"POPOVCI, SOSESKA VIDEM - PTUJ",168.20,2023,,Agencija,259.900
1699,hisa,,Samostojna,podravska,MARKOVCI,270.00,1963,,Agencija,139.000
1700,hisa,,Samostojna,podravska,BUKOVCI,92.00,1972,,Agencija,90.000
1701,hisa,,Samostojna,podravska,"ZGORNJE RADVANJE, OB ZELENEM PASU VZNOŽJA POHORJA",303.60,2010,,Agencija,899.000
1702,hisa,,Dvojček,podravska,MAJŠPERK,143.76,2000,,Agencija,158.000
1703,hisa,,Samostojna,podravska,"SVETI TOMAŽ, ORMOŽ OKOLICA, SV.",179.30,1976,,Agencija,90.000
1704,hisa,,Samostojna,podravska,"MIKLAVŽ NA DRAVSKEM POLJU, SKOKE",163.00,1981,,Agencija,250.000
1705,hisa,,Samostojna,podravska,KRČEVINA PRI VURBERGU,229.00,2005,,Agencija,250.000
1706,hisa,,Samostojna,podravska,MB - CENTER,449.00,1901,,Agencija,1.177.000
1707,hisa,,Dvojček,podravska,SPODNJI DUPLEK,121.49,2023,,Agencija,195.000
1708,hisa,,Samostojna,podravska,SPODNJE HOČE,299.40,1968,,Agencija,398.500
1709,hisa,,Samostojna,podravska,SLOVENSKA BISTRICA,75.00,1942,,Agencija,120.000
1710,hisa,,Samostojna,podravska,"ORMOŽ, POSEST, MANJŠA KMETIJA",80.60,1895,,Agencija,110.000
1711,hisa,,Samostojna,podravska,PREPOLJE,187.80,1953,,Agencija,109.000
1712,hisa,,Samostojna,podravska,"MAKOLE, STARI GRAD",110.40,1985,,Agencija,190.000
1713,hisa,,Samostojna,podravska,ZGORNJA VELKA,109.00,1986,,Agencija,110.000
1714,hisa,,Samostojna,podravska,MIKLAVŽ NA DRAVSKEM POLJU,108.50,1930,,Agencija,105.000
1715,hisa,,Samostojna,podravska,ZGORNJA KUNGOTA,150.00,2006,,Agencija,239.900
1716,hisa,,Samostojna,podravska,"JELOVEC, PRI MAKOLAH",132.00,1920,,Agencija,69.000
1717,hisa,,Samostojna,podravska,"SENČAK, SVETI TOMAŽ",110.00,1990,,Zasebna,110.000
1718,hisa,,Samostojna,podravska,POČEHOVA,129.00,1990,,Zasebna,195.950
1719,hisa,,Samostojna,podravska,ZGORNJA HAJDINA,168.00,1997,,Agencija,260.000
1720,hisa,,Samostojna,podravska,KOŠAKI,190.60,1971,,Agencija,225.000
1721,hisa,,Samostojna,podravska,SVEČINA,150.00,2006,,Zasebna,240.000
1722,hisa,,Samostojna,podravska,"PTUJ, MARKOVCI",163.80,1980,,Agencija,129.000
1723,hisa,,Vrstna,podravska,"ZGORNJA HAJDINA, PTUJ OKOLICA, KRAJNA, NA KLJUČ",137.00,2024,,Agencija,250.000
1724,hisa,,Samostojna,podravska,"POČEHOVA, MARIBOR",132.70,1964,,Agencija,150.000
1725,hisa,,Samostojna,podravska,"STRAJNA, PODLEHNIK",34.00,1960,,Zasebna,34.900
1726,hisa,,Samostojna,podravska,MALNA,130.00,2000,,Zasebna,123.000
1727,hisa,,Samostojna,podravska,ČAGONA,79.50,1913,,Agencija,99.000
1728,hisa,,Samostojna,podravska,ŠPIČNIK,140.00,1900,,Agencija,597.000
1729,hisa,,Samostojna,podravska,SPODNJA SENARSKA,161.00,2022,,Agencija,160.000
1730,hisa,,Vrstna,podravska,"PRAGERSKO, VRSTNA HIŠA",201.40,2023,,Agencija,139.000
1731,hisa,,Vrstna,podravska,"PRAGERSKO, VRSTNA HIŠA",201.40,2023,,Agencija,239.000
1732,hisa,,Vrstna,podravska,"PRAGERSKO, VRSTNA HIŠA",201.40,2023,,Agencija,139.000
1733,hisa,,Vrstna,podravska,"PRAGERSKO, VRSTNA HIŠA",201.40,2023,,Agencija,139.000
1734,hisa,,Vrstna,podravska,"PRAGERSKO, VRSTNA HIŠA",201.40,2023,,Agencija,249.000
1735,hisa,,Samostojna,podravska,"CIRKULANE, 17, 2282",54.00,1885,,Zasebna,34.400
1736,hisa,,Samostojna,podravska,ZGORNJE GRADIŠČE,71.20,1969,,Agencija,107.500
1737,hisa,,Samostojna,podravska,ŠENTOVEC,90.00,1968,,Agencija,90.000
1738,hisa,,Vrstna,podravska,BREZJE,227.50,2021,,Agencija,549.000
1739,hisa,,Samostojna,podravska,SREDIŠČE OB DRAVI,193.00,1900,,Agencija,70.000
1740,hisa,,Samostojna,podravska,BREZJE PRI POLJČANAH,65.00,2003,,Agencija,80.000
1741,hisa,,Samostojna,podravska,LITMERK,159.00,2015,,Agencija,260.000
1742,hisa,,Dvojček,podravska,POBREŽJE,188.00,2023,,Agencija,279.000
1743,hisa,,Samostojna,podravska,GOČOVA,148.00,2022,,Agencija,296.000
1744,hisa,,Dvojček,podravska,"RAZVANJE, MARIBOR",115.85,2023,,Agencija,290.000
1745,hisa,,Samostojna,podravska,POBREŽJE,254.40,2001,,Agencija,590.000
1746,hisa,,Samostojna,podravska,LENART V SLOVENSKIH GORICAH,242.80,1991,,Agencija,230.000
1747,hisa,,Samostojna,podravska,MESTNI VRH,132.90,1991,,Agencija,265.000
1748,hisa,,Samostojna,podravska,PRAGERSKO,156.00,2002,,Agencija,178.500
1749,hisa,,Samostojna,podravska,BUKOVCI,184.00,2006,,Agencija,280.000
1750,hisa,,Dvostanovanjska,podravska,ZGORNJE RADVANJE,227.50,1989,,Agencija,255.000
1751,hisa,,Samostojna,podravska,"SPODNJI ŽERJAVCI, NA MIRNI LOKACIJI",81.00,1990,,Agencija,69.900
1752,hisa,,Samostojna,podravska,SPODNJI VELOVLEK,774.70,2001,,Agencija,720.000
1753,hisa,,Samostojna,podravska,LOVRENC NA DRAVSKEM POLJU,386.00,1980,,Agencija,210.000
1754,hisa,,Samostojna,podravska,"POLANA, HOČE",306.00,1979,,Agencija,330.000
1755,hisa,,Samostojna,podravska,HOČKO POHORJE,135.00,2001,,Agencija,320.000
1756,hisa,,Dvostanovanjska,podravska,NJIVERCE,249.00,1906,,Agencija,230.000
1757,hisa,,Samostojna,podravska,PEKRE,250.00,1976,,Agencija,249.000
1758,hisa,,Samostojna,podravska,KOROŠKA VRATA,338.00,1903,,Agencija,399.000
1759,hisa,,Samostojna,podravska,SPODNJE HOČE,146.70,1955,,Agencija,299.000
1760,hisa,,Dvojček,podravska,RAZVANJE,160.36,2023,,Agencija,290.000
1761,hisa,,Samostojna,podravska,ZGORNJI LESKOVEC,165.80,1967,,Agencija,179.000
1762,hisa,,Samostojna,podravska,MARIBOR,228.00,1920,,Agencija,224.900
1763,hisa,,Samostojna,podravska,"PODLEHNIK, PTUJ OKOLICA, POSEST",51.70,1780,,Agencija,102.400
1764,hisa,,Samostojna,podravska,ORMOŽ,224.00,1860,,Agencija,180.000
1765,hisa,,Samostojna,podravska,MB - CENTER,200.00,1900,,Agencija,390.000
1766,hisa,,Samostojna,podravska,"CIRKULANE, PTUJ OKOLICA",150.30,1898,,Agencija,159.000
1767,hisa,,Samostojna,podravska,"MARKOVCI, PTUJ OKOLICA",220.00,1978,,Agencija,169.900
1768,hisa,,Dvojček,podravska,POBREŽJE,128.67,2024,,Agencija,334.542
1769,hisa,,Dvojček,podravska,POBREŽJE,128.67,2024,,Agencija,334.542
1770,hisa,,Dvojček,podravska,POBREŽJE,119.11,2024,,Agencija,309.686
1771,hisa,,Dvojček,podravska,POBREŽJE,119.11,2024,,Agencija,309.686
1772,hisa,,Dvojček,podravska,POBREŽJE,119.11,2024,,Agencija,309.686
1773,hisa,,Samostojna,podravska,ZGORNJE RADVANJE,198.00,1998,,Zasebna,380.000
1774,hisa,,Samostojna,podravska,"LOG, OB POTOKU",180.70,2023,,Agencija,349.900
1775,hisa,,Samostojna,podravska,GRAJENA,114.00,2023,,Agencija,255.000
1776,hisa,,Samostojna,podravska,BREZJE,197.80,1980,,Agencija,229.500
1777,hisa,,Dvojček,podravska,POBREŽJE,165.00,2022,,Agencija,297.000
1778,hisa,,Dvojček,podravska,KAMNICA,130.19,2023,,Agencija,253.000
1779,hisa,,Samostojna,podravska,LOČIČ,173.10,2023,,Agencija,249.000
1780,hisa,,Samostojna,podravska,OPLOTNICA,286.00,1965,,Agencija,168.000
