id,tip,st_sob,hisa_tip,lokacija,lokacija_podrobno,m2,leto_gradnje,leto_adaptacije,tip_ponudbe,cena
1781,hisa,,Samostojna,podravska,MB - CENTER,192.50,1910,,Agencija,690.000
1782,hisa,,Samostojna,podravska,MELJSKI HRIB,225.80,2017,,Agencija,265.000
1783,hisa,,Dvostanovanjska,podravska,DOLNJA POČEHOVA,245.00,1990,,Agencija,299.000
1784,hisa,,Samostojna,podravska,PUŠENCI,64.00,1900,,Agencija,28.000
1785,hisa,,Samostojna,podravska,ŽVAB,33.00,1800,,Agencija,29.990
1786,hisa,,Samostojna,podravska,VINIČKA VAS,210.00,1996,,Agencija,340.000
1787,hisa,,Samostojna,podravska,SELNICA OB DRAVI,244.20,1960,,Agencija,122.500
1788,hisa,,Samostojna,podravska,MB - CENTER,314.20,1965,,Agencija,550.000
1789,hisa,,Samostojna,podravska,"PTUJ, CENTER",261.00,1961,,Agencija,220.000
1790,hisa,,Samostojna,podravska,BRESTERNICA,299.00,1981,,Agencija,365.000
1791,hisa,,Dvojček,podravska,POBREŽJE,137.00,2022,,Agencija,289.000
1792,hisa,,Samostojna,podravska,MB - CENTER,421.10,1995,,Agencija,899.000
1793,hisa,,Samostojna,podravska,"KRESNICA, NOVOGRADNJA",140.40,2024,,Agencija,250.000
1794,hisa,,Samostojna,podravska,LENART V SLOVENSKIH GORICAH,197.00,1974,,Agencija,105.000
1795,hisa,,Samostojna,podravska,STUDENCI,228.00,2006,,Agencija,335.000
1796,hisa,,Samostojna,podravska,POBREŽJE,235.50,1961,,Agencija,280.000
1797,hisa,,Samostojna,podravska,GAJ NAD MARIBOROM,164.60,1981,,Agencija,115.000
1798,hisa,,Samostojna,podravska,PARADIŽ,151.60,1908,,Agencija,120.000
1799,hisa,,Samostojna,podravska,ZGORNJE RADVANJE,152.60,1963,,Agencija,320.000
1800,hisa,,Samostojna,podravska,"ZGORNJA SELNICA, OB DRAVI",102.00,1940,,Agencija,82.000
1801,hisa,,Samostojna,podravska,PODOVA,240.00,2000,,Zasebna,175.000
1802,hisa,,Samostojna,podravska,PTUJ,146.00,1972,,Agencija,175.000
1803,hisa,,Samostojna,podravska,POBREŽJE,242.80,1985,,Agencija,318.900
1804,hisa,,Samostojna,podravska,STOJNCI,214.70,2020,,Agencija,289.000
1805,hisa,,Samostojna,podravska,VURBERK,331.00,2003,,Agencija,345.000
1806,hisa,,Samostojna,podravska,BEZENA,244.80,1992,,Agencija,250.000
1807,hisa,,Drugo,podravska,STUDENCI,340.90,1904,,Agencija,260.000
1808,hisa,,Samostojna,podravska,DVORJANE,121.10,1948,,Agencija,284.000
1809,hisa,,Atrijska,podravska,"ZGORNJA POLSKAVA, GABERNIK",121.70,2008,,Agencija,259.000
1810,hisa,,Samostojna,podravska,RADIZEL,357.00,1974,,Agencija,350.000
1811,hisa,,Samostojna,podravska,IVANJKOVCI,122.10,2022,,Agencija,219.000
1812,hisa,,Samostojna,podravska,"DESTRNIK, PTUJ OKOLICA",77.00,1964,,Agencija,109.000
1813,hisa,,Samostojna,podravska,JUROVSKI DOL,232.60,1996,,Agencija,325.000
1814,hisa,,Samostojna,podravska,TEZNO,140.00,2011,,Zasebna,255.000
1815,hisa,,Samostojna,podravska,KAMNICA,132.00,1996,,Agencija,335.000
1816,hisa,,Samostojna,podravska,ZABOVCI,140.00,1978,,Agencija,169.900
1817,hisa,,Samostojna,podravska,ŠENTILJ V SLOVENSKIH GORICAH,172.50,2008,,Agencija,267.000
1818,hisa,,Dvostanovanjska,podravska,"DOLNJA POČEHOVA, 12/L PESNICA",300.00,2000,,Zasebna,300.000
1819,hisa,,Samostojna,podravska,"VIDEM PRI PTUJU, VRH GRIČA, LEP RAZGLED",105.00,1950,,Agencija,69.500
1820,hisa,,Samostojna,podravska,PEKRE,172.00,1987,,Agencija,269.000
1821,hisa,,Samostojna,podravska,HAJDOŠE,135.50,1978,,Agencija,139.000
1822,hisa,,Samostojna,podravska,STUDENCI,607.40,2007,,Agencija,1.350.000
1823,hisa,,Samostojna,podravska,SLOVENSKA BISTRICA,90.00,1960,,Agencija,66.000
1824,hisa,,Samostojna,podravska,"FRAM, TURNERJEVA VILA",515.00,1874,,Zasebna,499.000
1825,hisa,,Samostojna,podravska,"SLIVNICA PRI MARIBORU, GRAD",5.400.00,1493,,Agencija,620.000
1826,hisa,,Samostojna,podravska,"SLOVENSKA BISTRICA, VRHOLE PRI LAPORJU",112.00,1985,,Agencija,159.000
1827,hisa,,Dvostanovanjska,podravska,SVETI TOMAŽ,456.00,1936,,Agencija,200.000
1828,hisa,,Samostojna,podravska,HLAPONCI,223.00,1971,,Agencija,260.000
1829,hisa,,Samostojna,podravska,MALEČNIK,1.587.50,1989,,Agencija,1.199.000
1830,hisa,,Samostojna,podravska,POČEHOVA,187.50,1985,,Agencija,299.900
1831,hisa,,Samostojna,podravska,"SLOVENSKA BISTRICA, CENTER MESTA",180.00,1972,,Zasebna,205.000
1832,hisa,,Samostojna,podravska,DESTRNIK,51.70,1960,,Zasebna,75.000
1833,hisa,,Samostojna,podravska,LEŠNICA,95.00,1980,,Zasebna,95.000
1834,hisa,,Vrstna,podravska,"PTUJ, VRSTNA HIŠA, NA KLJUČ",165.26,2023,,Agencija,262.000
1835,hisa,,Samostojna,podravska,"GORIŠNICA, PTUJ OKOLICA, PANORAMSKI RAZGLED",427.50,2003,,Agencija,555.000
1836,hisa,,Samostojna,podravska,DRAGOVIČ,164.00,1980,,Agencija,128.000
1837,hisa,,Samostojna,podravska,PTUJ,135.00,2023,,Agencija,289.000
1838,hisa,,Samostojna,podravska,BREZJE,164.00,1968,,Agencija,590.000
1839,hisa,,Drugo,podravska,ZGORNJE POLJČANE,604.00,2007,,Agencija,435.000
1840,hisa,,Samostojna,podravska,PEKRE,720.00,1999,,Agencija,335.000
1841,hisa,,Dvojček,podravska,PRAGERSKO,141.10,1970,,Agencija,205.000
1842,hisa,,Samostojna,podravska,ZGORNJA VOLIČINA,310.80,1989,,Agencija,197.000
1843,hisa,,Samostojna,podravska,POLJČANE,280.00,1974,,Agencija,199.000
1844,hisa,,Samostojna,podravska,BIŠEČKI VRH,59.00,1850,,Agencija,45.000
1845,hisa,,Samostojna,podravska,SPODNJE HOČE,180.00,1968,,Agencija,156.000
1846,hisa,,Samostojna,podravska,ZGORNJE RADVANJE,456.00,1979,,Agencija,270.000
1847,hisa,,Samostojna,podravska,ZGORNJA VELKA,91.10,1957,,Agencija,109.000
1848,hisa,,Samostojna,podravska,DRAŽENCI,211.00,1990,,Agencija,164.900
1849,hisa,,Samostojna,podravska,SAKUŠAK,36.30,1960,,Agencija,85.000
1850,hisa,,Samostojna,podravska,PTUJ,194.10,1962,,Agencija,145.000
1851,hisa,,Dvojček,podravska,POBREŽJE,171.66,2023,,Agencija,305.671
1852,hisa,,Samostojna,podravska,POBREŽJE,123.00,1934,,Agencija,460.000
1853,hisa,,Samostojna,podravska,MB - CENTER,948.00,1771,,Agencija,492.000
1854,hisa,,Samostojna,podravska,OPLOTNICA,288.00,1951,,Agencija,130.000
1855,hisa,,Samostojna,podravska,HERMANCI,43.00,1900,,Agencija,13.900
1856,hisa,,Samostojna,podravska,KOZJAK NAD PESNICO,248.40,1990,,Agencija,140.000
1857,hisa,,Vrstna,podravska,"ZGORNJA HAJDINA, PTUJ OKOLICA, IV. GR. F., VMESNA",137.00,2022,,Agencija,189.500
1858,hisa,,Vrstna,podravska,"ZGORNJA HAJDINA, PTUJ OKOLICA, IV. GR. F., KONČNA",137.00,2022,,Agencija,199.500
1859,hisa,,Samostojna,podravska,HOTINJA VAS,249.30,1985,,Agencija,132.000
1860,hisa,,Samostojna,podravska,PESNICA PRI MARIBORU,276.00,2007,,Agencija,189.000
1861,hisa,,Samostojna,podravska,KOG,139.10,2005,,Agencija,64.100
1862,hisa,,Samostojna,podravska,IVANJKOVCI,132.60,1800,,Agencija,65.000
1863,hisa,,Samostojna,podravska,TEZNO,224.00,2000,,Agencija,299.000
1864,hisa,,Samostojna,podravska,BRESTERNICA,218.10,1984,,Agencija,310.000
1865,hisa,,Vrstna,podravska,"PTUJ, HIŠA 2C V NIZU TREH HIŠ 2023",135.00,2023,,Agencija,303.000
1866,hisa,,Vrstna,podravska,"PTUJ, HIŠA 2B V NIZU TREH HIŠ 2023",135.00,2023,,Agencija,289.000
1867,hisa,,Samostojna,podravska,ZLATOLIČJE,380.00,1993,,Agencija,279.000
1868,hisa,,Drugo,podravska,PTUJ,348.00,1993,,Agencija,250.000
1869,hisa,,Samostojna,podravska,VELIKO TINJE,240.00,1920,,Agencija,195.000
1870,hisa,,Samostojna,podravska,HOTINJA VAS,140.00,2018,,Zasebna,365.000
1871,hisa,,Samostojna,podravska,VELIKO TINJE,250.00,1920,,Agencija,195.000
1872,hisa,,Samostojna,podravska,BEZENA,210.00,1800,,Agencija,130.000
1873,hisa,,Samostojna,podravska,DRVANJA,284.70,2000,,Agencija,299.900
1874,hisa,,Dvojček,podravska,PTUJ,163.11,2023,,Agencija,275.000
1875,hisa,,Samostojna,podravska,ŠENTILJ V SLOVENSKIH GORICAH,229.51,2022,,Agencija,295.900
1876,hisa,,Atrijska,podravska,ŠENTILJ V SLOVENSKIH GORICAH,229.51,2022,,Agencija,295.900
1877,hisa,,Samostojna,podravska,PREPOLJE,187.80,1953,,Agencija,109.990
1878,hisa,,Samostojna,podravska,RAZVANJE,298.00,1997,,Agencija,350.000
1879,hisa,,Samostojna,podravska,RUPERČE,216.35,1927,,Agencija,295.000
1880,hisa,,Atrijska,podravska,KICAR,252.00,1990,,Zasebna,230.000
1881,hisa,,Samostojna,podravska,"SLOVENSKA BISTRICA, OKOLICA",152.00,2003,,Agencija,109.000
1882,hisa,,Samostojna,podravska,TABOR,200.00,1985,,Zasebna,490.000
1883,hisa,,Samostojna,podravska,RADEHOVA,255.33,2023,,Agencija,179.000
1884,hisa,,Samostojna,podravska,RADEHOVA,255.33,2023,,Agencija,169.000
1885,hisa,,Samostojna,podravska,"OREHOVA VAS, ČRETA",294.30,1985,,Agencija,113.000
1886,hisa,,Samostojna,podravska,HOČKO POHORJE,111.80,1985,,Agencija,163.000
1887,hisa,,Samostojna,podravska,DRAVSKI DVOR,359.80,1991,,Agencija,295.000
1888,hisa,,Drugo,podravska,KAMNICA,474.90,1890,,Agencija,360.000
1889,hisa,,Samostojna,podravska,"MALI BREBROVNIK, PRI JERUZALEMU",150.00,1978,,Zasebna,150.000
1890,hisa,,Dvojček,podravska,DRAVSKI DVOR,120.00,2022,,Agencija,164.140
1891,hisa,,Samostojna,podravska,SPODNJA SENARSKA,160.00,2022,,Agencija,169.000
1892,hisa,,Samostojna,podravska,SPODNJA SENARSKA,161.00,2022,,Agencija,165.000
1893,hisa,,Trojček,podravska,MIKLAVŽ NA DRAVSKEM POLJU,128.90,2022,,Agencija,259.000
1894,hisa,,Samostojna,podravska,DESTRNIK,162.00,1980,,Agencija,69.000
1895,hisa,,Dvojček,podravska,RAČE,135.00,2023,,Agencija,199.500
1896,hisa,,Samostojna,podravska,HRASTOVEC,46.50,1920,,Zasebna,50.000
1897,hisa,,Drugo,podravska,SLOVENSKA BISTRICA,541.00,1925,,Agencija,450.000
1898,hisa,,Samostojna,podravska,SLOVENSKA BISTRICA,90.00,2015,,Agencija,45.000
1899,hisa,,Samostojna,podravska,MB - CENTER,501.30,1890,,Agencija,600.000
1900,hisa,,Samostojna,podravska,"SPODNJI JAKOBSKI DOL, PESNICA",323.00,1992,,Agencija,235.000
1901,hisa,,Samostojna,podravska,"KOROŠKA VRATA, OB REKI DRAVI, BLIŽINA CENTRA",233.00,2007,,Agencija,560.000
1902,hisa,,Samostojna,podravska,"PLINTOVEC, ZGORNJA KUNGOTA",194.00,2022,,Agencija,125.925
1903,hisa,,Samostojna,podravska,SV. TROJICA V SLOVENSKIH GORICAH,235.00,1901,,Agencija,140.000
1904,hisa,,Samostojna,podravska,"KIDRIČEVO, V NASELJU",187.90,1958,,Agencija,119.900
1905,hisa,,Samostojna,podravska,SPODNJE HOČE,120.00,2005,,Agencija,139.000
1906,hisa,,Drugo,podravska,PTUJ,396.27,1955,,Agencija,350.000
1907,hisa,,Samostojna,podravska,ZGORNJE GRADIŠČE,122.00,1952,,Agencija,139.000
1908,hisa,,Samostojna,podravska,KAJŽAR,53.00,1890,,Agencija,€54.800
1909,hisa,,Samostojna,podravska,"MARIBOR, ČUDOVITA LEGA NAD TREMI RIBNIKI",398.00,1988,,Agencija,450.000
1910,hisa,,Samostojna,podravska,CIRKNICA,318.60,1995,,Agencija,319.000
1911,hisa,,Samostojna,podravska,BOJTINA,178.10,1975,,Agencija,130.000
1912,hisa,,Samostojna,podravska,KICAR,244.50,1987,,Agencija,139.000
1913,hisa,,Samostojna,podravska,"PODLEHNIK, VRH GRIČA",42.00,1886,,Agencija,44.900
1914,hisa,,Samostojna,podravska,PTUJ,258.10,2012,,Agencija,169.000
1915,hisa,,Samostojna,podravska,"KRESNICA, ŠENTILJ V SLOV. GORICAH",43.00,1948,,Agencija,74.900
1916,hisa,,Samostojna,podravska,"KOŠAKI, CENTER",455.13,1905,,Agencija,900.000
1917,hisa,,Samostojna,podravska,MALEČNIK,120.00,1990,,Agencija,145.000
1918,hisa,,Samostojna,podravska,"MAKOLE, STARI GRAD",84.00,1963,,Agencija,65.000
1919,hisa,,Samostojna,podravska,ZGORNJA HAJDINA,70.00,1980,,Agencija,155.000
1920,hisa,,Samostojna,podravska,LOČIČ,173.10,2023,,Agencija,249.000
1921,hisa,,Drugo,podravska,POLJČANE,765.00,2012,,Agencija,590.000
1922,hisa,,Samostojna,podravska,RAČE,75.00,1945,,Zasebna,115.000
1923,hisa,,Samostojna,podravska,ZGORNJA KORENA,107.00,1964,,Agencija,120.000
1924,hisa,,Samostojna,podravska,RUŠE,570.40,1980,,Agencija,510.000
1925,hisa,,Dvojček,podravska,ŠENTILJ V SLOVENSKIH GORICAH,143.30,1960,,Agencija,135.000
1926,hisa,,Drugo,podravska,"RAČE, OKOLICA",1.443.60,1960,,Agencija,450.000
1927,hisa,,Drugo,podravska,SLOVENSKA BISTRICA,381.20,2022,,Agencija,275.000
1928,hisa,,Samostojna,podravska,BUKOVCI,183.85,2006,,Agencija,360.000
1929,hisa,,Samostojna,podravska,SREDIŠČE OB DRAVI,216.50,1952,,Agencija,85.800
1930,hisa,,Samostojna,podravska,ROČICA,410.74,1990,,Agencija,169.000
1931,hisa,,Samostojna,podravska,ŠENTILJ V SLOVENSKIH GORICAH,229.51,2022,,Agencija,295.900
1932,hisa,,Samostojna,podravska,"SLOVENSKA BISTRICA, OKOLICA",250.00,1920,,Agencija,195.000
1933,hisa,,Samostojna,podravska,"PTUJ, TRUBARJEVA 10",203.00,1900,,Zasebna,170.000
1934,hisa,,Samostojna,podravska,TABOR,311.70,1930,,Agencija,430.000
1935,hisa,,Samostojna,podravska,ZGORNJE HOČE,730.00,2018,,Agencija,1.050.000
1936,hisa,,Samostojna,podravska,"ZGORNJE RADVANJE, ROŽNODOLSKI GAJ - LACKOVA CESTA",301.00,2022,,Agencija,528.114
1937,hisa,,Samostojna,podravska,"PTUJ, GORIŠNICA",343.00,2007,,Agencija,450.000
1938,hisa,,Samostojna,podravska,JELOVEC,348.00,1984,,Zasebna,310.000
1939,hisa,,Vrstna,podravska,"NADBIŠEC, VOLČINA",124.00,1990,,Agencija,70.000
1940,hisa,,Samostojna,podravska,VELIKA VARNICA,97.00,1958,,Agencija,63.000
1941,hisa,,Dvojček,podravska,STUDENCI,65.60,1920,,Zasebna,165.000
1942,hisa,,Samostojna,podravska,"PTUJ, DORNAVA",347.00,2012,,Agencija,480.000
1943,hisa,,Samostojna,podravska,OPLOTNICA,261.70,1970,,Agencija,150.000
1944,hisa,,Samostojna,podravska,GRUŠOVA,542.00,1989,,Agencija,1.199.000
1945,hisa,,Samostojna,podravska,SODINCI,473.00,1984,,Agencija,215.000
1946,hisa,,Samostojna,podravska,SLIVNIŠKO POHORJE,200.00,2004,,Zasebna,150.000
1947,hisa,,Drugo,podravska,ŽVAB,550.00,1747,,Agencija,130.000
1948,hisa,,Samostojna,podravska,"PRAGERSKO, PTUJSKA CESTA 49",180.00,1998,,Zasebna,168.500
1949,hisa,,Trojček,podravska,"PEKRE, RADVANJE ROŽNODOLSKI GAJ",140.00,2022,,Agencija,349.900
1950,hisa,,Samostojna,podravska,OSEK,121.00,1930,,Agencija,59.000
1951,hisa,,Samostojna,podravska,DRAGOVIČ,77.00,1989,,Agencija,22.000
1952,hisa,,Samostojna,podravska,SPODNJA SVEČA,29.60,1985,,Agencija,38.000
1953,hisa,,Samostojna,podravska,"ZGORNJE RADVANJE, POD POHORJEM",300.00,2016,,Agencija,1.100.000
1954,hisa,,Samostojna,podravska,TIBOLCI,500.00,2007,,Agencija,555.000
1955,hisa,,Samostojna,podravska,"MIKLAVŽ PRI ORMOŽU, KAJŽAR",155.00,1950,,Agencija,149.000
1956,hisa,,Samostojna,podravska,SLOVENSKA BISTRICA,360.00,1999,,Zasebna,450.000
1957,hisa,,Dvostanovanjska,podravska,BREZULA,244.00,1984,,Agencija,350.000
1958,hisa,,Dvostanovanjska,podravska,SLOVENSKA BISTRICA,320.00,1978,,Agencija,250.000
1959,hisa,,Dvostanovanjska,podravska,"GAČNIK, PESNICA PRI MARIBORU",200.00,1999,,Zasebna,230.000
